"Speed","Radius_big","Radius_small","Length","Pressure_1","Pressure_2","Viscosity","Kf_a","Kf_b","Kf_c","","","",""
"3.1","0.1","0.0","10.6","56.3","24.3","0.005","-144.9","0","3.2","","","",""
"39.8","0.4","0.1","123.3","183.2","15.3","0.002","-207.2","0","41.4","","","",""
"0.0","2.5","1.9","606.9","1.2","1.0","0.007","-0.0","0","0.1","","","",""
"74.2","4.3","3.6","290.8","188.7","55.2","0.009","-13.3","0","242.1","","","",""
"9.8","1.1","0.0","340.1","187.4","85.5","0.010","-7.6","0","9.8","","","",""
"0.0","0.1","0.0","134.3","2.3","1.3","0.006","-0.3","0","0.0","","","",""
"457.4","4.3","1.6","419.7","193.0","112.7","0.002","-29.5","0","536.5","","","",""
"37.7","4.4","0.2","818.4","37.1","19.9","0.003","-1.9","0","37.8","","","",""
"61.4","4.4","0.2","649.8","78.3","43.3","0.004","-3.1","0","61.5","","","",""
"530.7","2.8","0.9","112.0","21.9","20.4","0.000","-78.3","0","594.8","","","",""
"495.8","4.5","3.5","879.5","181.4","26.9","0.001","-58.4","0","1196.7","","","",""
"110.6","2.0","0.7","63.0","22.3","4.6","0.002","-30.5","0","126.6","","","",""
"73.3","5.0","1.7","411.9","34.4","10.4","0.004","-3.3","0","82.6","","","",""
"183.1","4.5","1.1","977.8","198.3","128.4","0.002","-9.5","0","194.1","","","",""
"704.7","4.2","2.4","148.1","128.8","20.8","0.003","-58.7","0","1052.9","","","",""
"7.1","3.5","2.2","383.9","192.7","178.8","0.009","-1.0","0","12.1","","","",""
"1.2","2.3","2.0","152.1","6.8","0.7","0.010","-1.0","0","5.3","","","",""
"1632.0","3.2","0.1","89.1","188.9","148.7","0.001","-162.4","0","1633.4","","","",""
"12.5","3.9","1.7","932.4","92.0","55.5","0.010","-1.0","0","15.3","","","",""
"197.8","4.0","1.3","401.5","191.7","19.4","0.008","-13.6","0","220.2","","","",""
"0.5","0.8","0.5","904.7","35.1","29.9","0.001","-1.1","0","0.8","","","",""
"0.9","0.8","0.7","730.6","56.9","10.8","0.005","-3.1","0","2.2","","","",""
"83.0","4.2","2.1","485.2","19.7","2.6","0.001","-6.3","0","111.1","","","",""
"7.0","1.5","0.5","744.9","85.2","50.2","0.003","-3.7","0","8.1","","","",""
"15.8","1.2","0.7","184.9","85.8","8.2","0.006","-16.9","0","24.0","","","",""
"9.2","1.8","0.2","431.0","55.2","5.7","0.010","-3.0","0","9.3","","","",""
"3.9","4.6","3.0","991.0","15.9","3.8","0.009","-0.3","0","6.9","","","",""
"86.2","3.9","2.3","98.9","10.9","0.9","0.003","-8.5","0","132.7","","","",""
"4.9","4.6","3.0","930.8","24.7","10.1","0.009","-0.4","0","8.8","","","",""
"0.1","0.2","0.2","316.6","26.1","6.9","0.004","-3.5","0","0.2","","","",""
"84467.4","4.6","0.5","8.9","192.5","6.1","0.001","-4095.6","0","85474.9","","","",""
"22.0","2.5","1.1","405.3","191.7","122.0","0.010","-4.3","0","27.1","","","",""
"86.6","2.9","1.2","67.2","45.2","22.3","0.007","-12.7","0","105.6","","","",""
"4.6","2.7","0.9","957.9","62.5","35.6","0.010","-0.7","0","5.3","","","",""
"14.3","2.4","1.3","381.1","100.5","51.1","0.009","-3.5","0","20.5","","","",""
"0.6","1.8","1.5","983.0","35.1","11.8","0.009","-0.7","0","2.1","","","",""
"10.5","3.5","2.3","194.3","120.0","109.4","0.009","-1.6","0","18.7","","","",""
"0.0","1.9","1.8","976.3","69.0","65.4","0.007","-0.1","0","0.5","","","",""
"9.1","1.0","0.6","892.9","154.4","3.9","0.002","-17.2","0","15.6","","","",""
"158.5","1.2","0.0","11.6","21.3","3.7","0.004","-104.0","0","158.5","","","",""
"17.0","4.5","3.9","764.9","139.7","101.5","0.004","-3.5","0","71.4","","","",""
"22.3","2.4","1.3","290.9","179.7","120.8","0.009","-5.9","0","32.9","","","",""
"11.1","1.2","0.1","514.4","86.5","7.2","0.005","-7.5","0","11.2","","","",""
"11.0","2.4","1.8","709.0","198.8","140.0","0.004","-4.7","0","26.9","","","",""
"21.0","2.9","1.4","802.2","119.7","84.7","0.003","-3.2","0","27.5","","","",""
"10.4","4.9","3.1","535.9","85.0","76.9","0.005","-0.7","0","17.1","","","",""
"8.2","2.4","0.2","964.7","111.4","72.2","0.007","-1.4","0","8.2","","","",""
"13.6","4.0","3.8","863.8","130.9","112.1","0.000","-13.9","0","218.7","","","",""
"0.1","0.3","0.2","196.7","45.8","35.6","0.008","-1.7","0","0.1","","","",""
"17.9","1.4","0.9","367.3","69.6","16.8","0.002","-16.3","0","30.6","","","",""
"18.9","3.2","2.4","822.7","175.0","80.6","0.008","-3.8","0","40.4","","","",""
"6.6","4.2","0.1","728.9","76.2","68.5","0.007","-0.4","0","6.6","","","",""
"3.7","4.1","1.6","613.8","31.9","27.4","0.007","-0.3","0","4.4","","","",""
"142.3","4.1","0.5","107.0","107.8","77.8","0.008","-8.8","0","144.2","","","",""
"33.8","2.0","0.1","881.0","174.4","92.0","0.003","-8.1","0","33.8","","","",""
"3.0","1.8","0.9","809.3","114.2","77.0","0.009","-1.3","0","3.9","","","",""
"1116.7","4.0","2.2","502.0","131.4","76.3","0.000","-98.0","0","1584.7","","","",""
"599.0","4.2","1.3","48.9","153.7","96.2","0.008","-38.3","0","661.5","","","",""
"1537.9","3.3","1.9","74.4","132.3","31.5","0.002","-219.2","0","2362.4","","","",""
"9.3","3.1","2.7","890.5","175.0","101.7","0.006","-3.6","0","35.3","","","",""
"11.1","2.1","1.9","333.5","165.7","86.4","0.005","-11.6","0","53.1","","","",""
"0.2","0.7","0.6","788.9","26.9","14.6","0.004","-1.1","0","0.5","","","",""
"1.0","0.7","0.3","443.2","52.7","24.6","0.005","-3.1","0","1.4","","","",""
"7.5","1.1","0.3","49.5","12.5","2.0","0.007","-7.2","0","8.3","","","",""
"886.1","2.9","0.6","142.9","159.1","81.8","0.001","-106.3","0","923.8","","","",""
"43.4","3.7","1.4","399.2","66.3","23.7","0.007","-3.6","0","50.1","","","",""
"1.8","1.2","0.6","572.3","109.7","105.1","0.001","-1.8","0","2.4","","","",""
"164.0","4.8","1.2","531.6","138.7","103.7","0.002","-7.7","0","175.7","","","",""
"12.2","4.3","1.8","997.3","51.9","25.0","0.008","-0.8","0","14.7","","","",""
"5.0","2.4","1.6","257.0","24.2","14.9","0.006","-1.6","0","9.0","","","",""
"0.9","3.4","3.4","923.3","78.4","0.8","0.001","-27.4","0","323.4","","","",""
"3.3","4.5","4.1","781.8","42.2","21.2","0.008","-0.9","0","17.4","","","",""
"55.5","1.8","0.9","650.5","108.1","0.2","0.002","-21.1","0","70.8","","","",""
"0.6","0.7","0.4","847.1","33.5","13.0","0.003","-2.2","0","1.0","","","",""
"0.0","1.4","1.3","509.1","2.6","2.1","0.002","-0.1","0","0.2","","","",""
"0.0","0.1","0.0","664.1","95.3","77.7","0.002","-3.6","0","0.0","","","",""
"12.1","3.9","2.3","592.3","24.7","11.0","0.005","-1.2","0","18.2","","","",""
"21.4","4.4","3.2","788.1","12.9","2.5","0.001","-2.3","0","44.9","","","",""
"0.5","1.5","0.6","857.2","81.3","76.7","0.005","-0.3","0","0.6","","","",""
"12.8","2.6","2.3","780.2","150.8","68.0","0.003","-8.5","0","57.8","","","",""
"71.3","3.4","2.6","368.5","148.2","129.4","0.001","-15.1","0","171.2","","","",""
"71.3","2.5","1.1","508.2","5.1","0.3","0.000","-13.9","0","88.0","","","",""
"46.9","1.9","0.1","499.1","167.1","118.1","0.002","-13.4","0","47.0","","","",""
"54.7","4.4","4.0","97.8","25.9","3.8","0.003","-21.4","0","406.4","","","",""
"0.0","1.0","0.9","303.3","27.1","26.0","0.009","-0.1","0","0.1","","","",""
"1.6","0.4","0.2","313.5","194.2","110.0","0.006","-11.7","0","1.9","","","",""
"5.8","4.7","0.7","987.9","22.9","19.8","0.003","-0.3","0","5.9","","","",""
"5.5","2.7","0.2","615.3","43.1","41.9","0.001","-0.8","0","5.6","","","",""
"11.4","2.3","1.3","383.0","50.9","21.0","0.007","-3.0","0","16.2","","","",""
"1.1","2.6","0.4","875.4","126.0","121.2","0.008","-0.2","0","1.1","","","",""
"65.9","4.0","2.2","861.7","125.5","43.4","0.004","-6.0","0","94.5","","","",""
"12.9","4.5","2.4","864.3","146.8","118.5","0.009","-0.9","0","18.2","","","",""
"19.5","2.4","1.9","341.2","124.3","85.5","0.003","-8.8","0","50.6","","","",""
"3.2","3.5","1.7","765.8","27.5","21.5","0.006","-0.4","0","4.3","","","",""
"0.6","3.0","2.0","773.7","3.5","2.1","0.004","-0.1","0","1.0","","","",""
"14.2","3.1","1.1","957.1","47.3","9.5","0.006","-1.7","0","16.2","","","",""
"150.7","4.8","0.8","259.6","91.3","23.6","0.010","-6.6","0","154.9","","","",""
"34.2","2.7","2.0","929.8","88.6","31.9","0.001","-10.2","0","77.0","","","",""
"1366.9","2.0","0.2","102.4","89.3","24.5","0.000","-330.7","0","1383.6","","","",""
"0.3","3.8","1.6","323.7","0.4","0.2","0.007","-0.0","0","0.3","","","",""
"0.1","0.4","0.2","145.4","6.3","6.0","0.001","-0.5","0","0.1","","","",""
"4.4","1.7","1.4","587.6","118.2","9.2","0.010","-4.6","0","13.7","","","",""
"5.9","1.3","0.5","417.5","16.6","8.3","0.001","-3.8","0","6.7","","","",""
"289.0","3.9","3.3","296.6","62.7","28.4","0.000","-64.5","0","989.1","","","",""
"0.0","0.5","0.5","757.1","145.1","43.0","0.001","-29.0","0","7.9","","","",""
"19.6","3.8","2.4","948.3","142.3","80.5","0.007","-2.2","0","31.8","","","",""
"157.6","4.5","1.9","537.0","148.7","3.5","0.007","-9.6","0","192.0","","","",""
"13.1","4.5","0.5","937.9","73.1","56.6","0.007","-0.7","0","13.3","","","",""
"0.4","1.9","0.8","276.9","31.4","30.9","0.003","-0.1","0","0.5","","","",""
"34.5","4.9","2.0","678.0","23.0","12.1","0.002","-1.7","0","41.2","","","",""
"170.9","4.5","0.6","371.0","71.2","3.9","0.005","-8.8","0","173.6","","","",""
"20.2","2.7","0.7","223.7","115.6","89.1","0.010","-3.0","0","21.5","","","",""
"36.0","4.5","3.6","851.3","181.4","56.7","0.007","-5.1","0","101.9","","","",""
"61.7","4.4","1.7","889.0","22.6","2.6","0.001","-3.8","0","73.5","","","",""
"1.1","2.3","0.9","494.4","6.2","3.1","0.007","-0.2","0","1.2","","","",""
"17.3","1.8","0.8","777.5","108.8","50.5","0.003","-7.2","0","22.4","","","",""
"74.2","1.4","0.4","507.9","168.6","21.5","0.002","-40.7","0","81.9","","","",""
"997.6","4.9","2.7","126.3","42.2","33.9","0.000","-58.9","0","1425.6","","","",""
"0.4","0.6","0.3","668.5","63.9","30.5","0.006","-2.1","0","0.7","","","",""
"6.1","2.3","0.5","897.8","190.8","154.8","0.009","-1.2","0","6.4","","","",""
"2.6","2.3","1.8","762.1","196.0","156.2","0.009","-1.5","0","7.6","","","",""
"29.6","3.7","3.3","643.7","95.9","2.1","0.004","-9.6","0","130.6","","","",""
"61.2","4.0","0.8","702.5","137.9","57.1","0.007","-4.1","0","63.6","","","",""
"35.6","1.8","0.9","406.4","170.4","23.1","0.006","-14.4","0","46.2","","","",""
"422.4","4.9","1.8","60.4","47.2","32.7","0.003","-20.6","0","492.9","","","",""
"2.3","0.7","0.2","727.8","123.6","67.8","0.004","-4.8","0","2.5","","","",""
"2.2","3.8","3.2","439.6","5.0","2.2","0.003","-0.5","0","6.9","","","",""
"1897.7","4.0","0.1","509.5","87.3","12.7","0.000","-118.2","0","1899.8","","","",""
"0.6","3.0","2.7","621.2","72.0","65.3","0.008","-0.3","0","3.0","","","",""
"772.7","2.9","1.7","329.3","185.3","28.9","0.001","-136.4","0","1176.9","","","",""
"0.0","0.0","0.0","87.4","108.5","19.2","0.010","-26.7","0","0.0","","","",""
"0.0","0.0","0.0","270.5","81.9","19.4","0.004","-15.1","0","0.0","","","",""
"0.0","0.7","0.6","908.3","1.3","1.1","0.006","-0.0","0","0.0","","","",""
"21.5","3.2","1.6","825.0","176.2","104.1","0.008","-2.8","0","28.4","","","",""
"15.0","2.3","1.8","161.0","26.5","17.6","0.002","-8.0","0","40.5","","","",""
"21.3","2.7","2.5","844.9","89.0","20.1","0.001","-14.9","0","112.3","","","",""
"22.7","4.5","2.6","908.7","105.7","65.4","0.007","-1.7","0","34.4","","","",""
"593.9","2.7","0.9","313.7","61.0","26.0","0.000","-89.8","0","662.2","","","",""
"2.2","3.3","3.1","383.2","105.9","78.7","0.007","-2.5","0","27.3","","","",""
"38.2","1.1","0.7","902.3","177.6","36.9","0.001","-48.0","0","62.1","","","",""
"522.8","4.0","2.0","527.6","79.7","8.0","0.001","-44.8","0","705.7","","","",""
"15.3","4.1","1.2","779.2","55.9","27.2","0.009","-1.0","0","16.8","","","",""
"0.8","1.0","0.4","618.3","14.9","1.2","0.006","-1.0","0","1.0","","","",""
"154.9","3.7","3.3","311.7","74.0","3.3","0.001","-52.0","0","721.9","","","",""
"2.3","1.8","0.5","690.2","180.1","175.5","0.002","-0.7","0","2.5","","","",""
"170.6","5.0","2.4","382.6","132.1","8.9","0.009","-8.9","0","221.0","","","",""
"0.3","1.5","0.7","575.5","115.7","111.4","0.009","-0.2","0","0.4","","","",""
"15.2","4.6","3.2","762.1","31.2","15.6","0.004","-1.4","0","29.9","","","",""
"43.2","4.8","3.6","719.6","74.6","36.9","0.003","-4.3","0","100.3","","","",""
"50.1","4.4","2.1","541.9","113.8","78.0","0.005","-3.2","0","63.9","","","",""
"0.9","0.5","0.1","927.7","66.9","18.4","0.004","-3.5","0","1.0","","","",""
"14.7","4.3","1.0","770.1","45.9","28.3","0.007","-0.9","0","15.6","","","",""
"6.2","0.1","0.0","34.1","120.2","1.6","0.000","-3200.4","0","9.2","","","",""
"24.1","3.0","1.0","607.5","87.3","21.5","0.009","-3.0","0","27.3","","","",""
"119.8","1.9","0.2","515.4","105.4","16.8","0.001","-32.8","0","120.7","","","",""
"161.7","4.8","4.6","39.4","38.3","33.1","0.000","-91.9","0","2141.0","","","",""
"6.8","2.6","2.5","126.5","39.2","1.9","0.009","-7.8","0","54.7","","","",""
"84.1","3.2","0.4","417.0","105.6","28.6","0.005","-8.5","0","85.3","","","",""
"16.4","2.7","1.7","693.1","154.6","65.4","0.008","-3.9","0","27.6","","","",""
"7.7","3.3","2.7","143.2","54.9","47.4","0.006","-2.3","0","24.5","","","",""
"0.1","1.6","1.5","489.5","27.7","22.9","0.006","-0.4","0","1.0","","","",""
"273.0","3.3","1.8","379.7","169.2","100.5","0.001","-34.8","0","387.3","","","",""
"0.2","1.4","1.4","706.1","58.1","19.2","0.010","-1.4","0","2.7","","","",""
"0.6","2.8","0.7","751.2","22.8","20.6","0.009","-0.1","0","0.6","","","",""
"481.3","1.5","0.7","3.3","107.7","77.7","0.008","-276.9","0","602.1","","","",""
"276.1","3.6","0.1","115.5","114.8","23.0","0.009","-21.6","0","276.2","","","",""
"0.2","0.9","0.7","777.7","129.5","108.9","0.008","-0.8","0","0.6","","","",""
"1.1","2.6","2.5","509.6","20.7","15.0","0.000","-6.0","0","39.3","","","",""
"6588.8","3.2","1.1","310.1","153.3","14.0","0.000","-728.4","0","7490.1","","","",""
"24.8","2.1","0.2","437.1","133.4","42.2","0.009","-5.7","0","24.9","","","",""
"40.6","3.2","0.2","479.3","38.6","10.8","0.004","-4.0","0","40.8","","","",""
"4.7","1.1","0.7","957.9","159.3","36.9","0.005","-6.8","0","8.3","","","",""
"24.4","3.0","2.8","482.0","173.1","39.6","0.003","-26.1","0","233.6","","","",""
"0.6","2.4","0.6","792.5","26.2","23.8","0.008","-0.1","0","0.6","","","",""
"1193.2","2.9","0.5","111.4","178.2","146.7","0.000","-149.4","0","1238.1","","","",""
"67.6","3.8","2.4","359.1","94.2","7.1","0.008","-7.9","0","112.4","","","",""
"38.1","3.7","3.2","460.3","95.4","19.3","0.003","-12.9","0","173.7","","","",""
"24.5","1.6","0.2","392.9","152.2","126.2","0.002","-10.4","0","25.0","","","",""
"133.1","4.4","1.5","583.6","196.2","72.4","0.007","-7.6","0","149.2","","","",""
"0.8","0.2","0.0","42.3","55.2","25.1","0.007","-26.2","0","0.8","","","",""
"2.8","2.4","0.9","65.9","23.9","22.4","0.010","-0.6","0","3.2","","","",""
"11.2","1.6","1.2","767.1","163.2","33.1","0.005","-8.3","0","22.2","","","",""
"91.2","2.8","1.2","213.7","121.4","68.1","0.004","-13.9","0","110.0","","","",""
"556.4","2.7","1.8","388.2","163.1","16.0","0.001","-131.2","0","989.9","","","",""
"2.9","0.7","0.1","385.5","66.9","43.5","0.003","-5.6","0","3.0","","","",""
"51.7","4.9","4.3","615.7","148.1","63.8","0.004","-9.4","0","222.0","","","",""
"38.4","4.7","1.0","789.2","181.8","132.6","0.009","-1.8","0","40.2","","","",""
"24.0","4.1","1.2","933.5","56.7","15.2","0.007","-1.6","0","26.4","","","",""
"91.0","3.5","1.2","40.9","28.9","22.5","0.005","-8.6","0","103.6","","","",""
"118.5","3.5","0.9","537.8","143.8","8.4","0.006","-10.3","0","127.1","","","",""
"218.2","4.6","0.4","321.4","66.5","5.8","0.005","-10.3","0","220.0","","","",""
"2.5","1.0","0.5","196.9","53.5","41.2","0.005","-3.0","0","3.1","","","",""
"17.1","2.5","0.8","729.2","94.6","45.9","0.006","-3.0","0","18.9","","","",""
"23.7","4.2","1.7","482.4","33.4","29.0","0.001","-1.6","0","28.4","","","",""
"1.0","1.6","0.9","985.8","121.0","116.9","0.002","-0.5","0","1.4","","","",""
"15.0","2.4","1.2","302.1","48.1","14.5","0.007","-3.8","0","20.8","","","",""
"1.5","3.9","3.8","805.9","172.9","130.6","0.007","-1.9","0","28.7","","","",""
"138.1","3.1","2.8","266.8","149.3","0.8","0.002","-77.3","0","723.0","","","",""
"1.7","2.2","1.3","775.8","20.9","9.8","0.007","-0.5","0","2.5","","","",""
"36.9","1.2","0.5","10.3","11.3","6.7","0.004","-31.1","0","45.8","","","",""
"43.1","3.7","2.6","98.7","132.8","113.0","0.008","-6.4","0","87.0","","","",""
"9.4","4.4","4.3","512.1","181.0","69.4","0.007","-7.3","0","142.9","","","",""
"259.3","3.3","1.5","784.7","97.0","53.8","0.000","-30.7","0","328.0","","","",""
"25.8","2.2","1.5","229.0","87.0","3.2","0.009","-9.8","0","48.2","","","",""
"0.1","2.5","1.0","938.2","24.5","24.3","0.003","-0.0","0","0.1","","","",""
"43.4","4.4","3.9","513.8","52.8","17.8","0.002","-9.4","0","183.0","","","",""
"0.3","0.3","0.0","541.3","99.4","61.8","0.005","-3.7","0","0.4","","","",""
"52.9","3.3","2.6","883.5","141.9","95.3","0.001","-13.5","0","147.5","","","",""
"0.1","0.2","0.1","626.9","173.4","102.2","0.009","-3.2","0","0.1","","","",""
"0.1","1.6","1.6","382.9","48.6","42.8","0.006","-0.6","0","1.6","","","",""
"4.3","2.3","0.3","726.7","110.7","90.3","0.008","-0.9","0","4.4","","","",""
"123.7","4.5","3.3","612.8","104.1","70.5","0.001","-12.6","0","258.6","","","",""
"0.0","0.3","0.2","409.5","40.7","12.8","0.005","-3.4","0","0.2","","","",""
"0.1","1.1","0.9","818.9","18.4","14.9","0.004","-0.3","0","0.3","","","",""
"1.1","1.4","0.1","827.6","16.8","5.8","0.006","-0.6","0","1.1","","","",""
"4.1","4.3","3.5","277.9","14.6","10.3","0.006","-0.7","0","12.7","","","",""
"1.1","1.0","0.9","851.6","80.7","25.8","0.004","-4.3","0","4.6","","","",""
"9.6","1.9","0.4","524.7","12.5","1.7","0.002","-2.8","0","9.9","","","",""
"24.1","1.3","1.1","177.9","15.0","0.0","0.000","-52.9","0","85.8","","","",""
"8.1","1.5","1.1","447.6","77.8","3.3","0.005","-8.3","0","17.6","","","",""
"1.9","3.4","0.2","944.8","4.9","1.9","0.005","-0.2","0","1.9","","","",""
"3.3","4.7","4.3","733.7","21.9","7.1","0.006","-0.9","0","19.5","","","",""
"108.8","4.0","2.2","658.1","67.2","3.7","0.003","-9.5","0","154.5","","","",""
"117.3","4.9","1.0","938.0","153.7","96.0","0.003","-5.2","0","122.9","","","",""
"0.3","0.3","0.2","779.8","192.3","63.9","0.007","-6.2","0","0.4","","","",""
"0.7","0.4","0.1","589.2","150.0","23.7","0.008","-6.7","0","0.8","","","",""
"2.4","0.2","0.0","227.2","194.2","137.3","0.001","-72.1","0","2.4","","","",""
"0.3","1.8","1.2","831.5","10.0","4.7","0.010","-0.2","0","0.5","","","",""
"3.2","3.0","1.6","986.8","17.9","2.9","0.007","-0.5","0","4.5","","","",""
"5.2","3.2","1.4","638.3","90.0","82.3","0.005","-0.6","0","6.3","","","",""
"0.7","1.5","0.4","680.8","40.2","34.1","0.006","-0.3","0","0.8","","","",""
"13.3","4.7","3.5","820.0","177.3","162.5","0.003","-1.3","0","29.6","","","",""
"5.9","0.4","0.1","867.5","198.2","105.2","0.001","-36.1","0","6.3","","","",""
"248.8","4.8","1.1","318.2","161.1","37.9","0.008","-11.5","0","262.2","","","",""
"5.8","1.5","1.0","609.8","107.2","61.7","0.004","-4.7","0","10.3","","","",""
"1.2","0.9","0.0","968.6","114.9","64.9","0.009","-1.5","0","1.2","","","",""
"108.3","4.7","2.2","935.8","18.2","13.1","0.000","-6.5","0","141.0","","","",""
"17.3","2.6","1.1","410.5","120.5","67.5","0.010","-3.2","0","21.2","","","",""
"4.7","1.1","0.6","653.3","185.5","68.8","0.008","-5.4","0","6.4","","","",""
"1603.1","4.7","3.9","856.3","129.1","90.0","0.000","-230.3","0","5022.7","","","",""
"28.4","2.8","1.2","817.8","31.1","5.4","0.002","-4.4","0","34.7","","","",""
"0.1","0.8","0.7","942.1","180.5","169.4","0.005","-0.6","0","0.3","","","",""
"11.9","1.1","0.2","64.0","67.5","55.8","0.004","-11.2","0","12.5","","","",""
"0.0","0.0","0.0","936.9","170.3","104.7","0.003","-5.9","0","0.0","","","",""
"0.0","0.6","0.5","604.7","8.3","8.1","0.001","-0.1","0","0.0","","","",""
"3.8","2.6","2.0","802.4","43.0","10.0","0.007","-1.4","0","9.8","","","",""
"0.1","0.3","0.3","573.4","38.6","6.9","0.004","-3.3","0","0.4","","","",""
"5.0","2.1","0.8","972.2","15.7","0.7","0.003","-1.2","0","5.7","","","",""
"3.1","2.2","0.1","971.3","11.2","2.9","0.003","-0.6","0","3.1","","","",""
"14.3","1.4","0.6","477.1","163.0","75.9","0.005","-9.2","0","17.4","","","",""
"247.4","1.5","1.2","661.6","186.1","145.4","0.000","-307.0","0","663.8","","","",""
"8.7","0.8","0.3","839.0","176.5","25.6","0.003","-15.9","0","9.8","","","",""
"1.2","1.5","1.4","522.6","46.6","24.8","0.003","-3.4","0","8.2","","","",""
"0.2","1.0","0.9","118.5","68.3","60.7","0.007","-2.4","0","2.2","","","",""
"7.8","3.9","1.8","611.9","15.8","0.4","0.010","-0.6","0","9.8","","","",""
"44.6","1.3","0.2","935.8","141.5","87.9","0.001","-26.4","0","45.5","","","",""
"0.5","0.6","0.1","56.4","7.7","5.9","0.006","-1.4","0","0.5","","","",""
"29.4","4.6","3.4","268.5","18.3","4.9","0.004","-3.0","0","63.3","","","",""
"0.0","0.2","0.2","586.5","49.2","8.8","0.002","-7.8","0","0.3","","","",""
"141.2","4.4","1.1","690.6","117.1","50.7","0.003","-7.8","0","150.3","","","",""
"37.6","3.9","1.2","521.7","123.1","79.9","0.008","-2.7","0","41.9","","","",""
"0.1","0.8","0.8","757.4","185.9","128.3","0.010","-2.0","0","1.4","","","",""
"8.2","2.6","2.0","875.7","58.1","11.7","0.004","-3.1","0","20.1","","","",""
"0.1","0.4","0.3","982.8","168.9","60.5","0.007","-4.2","0","0.6","","","",""
"0.5","1.1","0.5","732.2","48.3","35.6","0.009","-0.5","0","0.6","","","",""
"0.2","1.2","0.6","671.4","99.3","95.1","0.010","-0.2","0","0.2","","","",""
"56.1","1.1","0.4","863.9","151.6","125.9","0.000","-54.3","0","65.6","","","",""
"144.4","4.7","0.2","411.6","42.7","16.2","0.002","-6.6","0","144.6","","","",""
"25.7","4.5","2.6","511.5","37.5","3.8","0.008","-1.9","0","38.9","","","",""
"0.1","1.5","1.5","753.4","41.2","28.6","0.006","-0.7","0","1.6","","","",""
"382053.4","3.9","0.8","0.3","179.7","127.9","0.002","-25851.7","0","400462.6","","","",""
"2.7","1.5","0.2","944.4","62.4","53.4","0.002","-1.3","0","2.8","","","",""
"56.4","3.3","1.7","989.8","161.7","98.5","0.002","-7.0","0","77.6","","","",""
"16.3","3.6","2.7","354.3","43.7","3.9","0.010","-2.8","0","37.1","","","",""
"50.5","4.9","1.5","762.1","97.8","58.1","0.006","-2.3","0","55.6","","","",""
"0.0","0.0","0.0","679.6","80.9","62.4","0.003","-2.2","0","0.0","","","",""
"70.2","2.5","0.4","364.2","75.9","8.1","0.004","-11.3","0","72.3","","","",""
"9.2","1.1","0.6","358.1","72.4","21.9","0.003","-11.4","0","13.5","","","",""
"140.7","4.2","2.6","984.1","162.3","103.2","0.001","-12.7","0","227.4","","","",""
"28.9","2.0","1.1","690.7","175.2","67.3","0.004","-9.8","0","39.7","","","",""
"693.2","1.8","0.2","278.3","85.8","35.6","0.000","-217.3","0","703.5","","","",""
"2116.4","3.9","2.9","146.1","49.6","30.7","0.000","-309.5","0","4798.5","","","",""
"19.4","3.9","0.6","236.2","97.6","86.3","0.009","-1.3","0","19.8","","","",""
"22.2","4.0","2.3","618.8","82.0","51.1","0.006","-2.1","0","33.5","","","",""
"0.0","0.6","0.2","770.8","4.6","4.0","0.009","-0.0","0","0.0","","","",""
"49.3","3.0","2.2","667.8","177.0","18.1","0.005","-10.9","0","100.8","","","",""
"26.4","3.6","0.3","531.9","77.6","41.9","0.008","-2.0","0","26.5","","","",""
"1.5","1.4","1.0","231.7","120.2","114.0","0.004","-1.6","0","3.0","","","",""
"4.4","2.8","0.5","905.9","66.4","59.9","0.003","-0.6","0","4.6","","","",""
"4.8","2.3","2.0","886.3","156.9","116.8","0.003","-3.7","0","19.1","","","",""
"70.7","2.2","0.5","224.6","83.9","12.8","0.005","-15.7","0","74.3","","","",""
"2.6","0.4","0.1","39.9","55.0","39.0","0.006","-17.7","0","2.8","","","",""
"5.4","3.2","2.5","559.3","117.4","99.2","0.006","-1.4","0","13.7","","","",""
"12.8","1.8","0.1","484.8","37.1","7.7","0.004","-3.8","0","12.8","","","",""
"790.1","4.5","0.9","545.1","127.0","57.0","0.001","-40.6","0","819.6","","","",""
"7.3","4.6","0.8","746.3","57.3","47.2","0.010","-0.4","0","7.5","","","",""
"29.0","3.9","3.5","329.1","24.1","12.8","0.001","-8.4","0","129.0","","","",""
"69.8","4.6","3.9","239.5","150.1","59.3","0.009","-10.7","0","229.0","","","",""
"8.3","2.9","0.4","601.8","70.0","50.3","0.008","-1.0","0","8.5","","","",""
"1.8","1.9","1.1","804.2","80.2","60.7","0.008","-0.7","0","2.7","","","",""
"44.2","3.2","2.6","86.4","86.5","44.8","0.010","-12.1","0","124.4","","","",""
"58.1","2.5","0.1","484.0","195.6","27.3","0.009","-9.5","0","58.2","","","",""
"87.4","1.4","0.2","911.1","42.4","16.5","0.000","-47.2","0","89.6","","","",""
"0.1","0.6","0.5","787.3","170.2","1.2","0.005","-10.9","0","3.3","","","",""
"3.3","2.6","2.4","418.9","70.0","37.6","0.007","-2.9","0","20.1","","","",""
"14.5","3.2","1.2","779.5","58.2","27.8","0.006","-1.7","0","16.8","","","",""
"0.5","4.1","4.0","672.1","9.8","6.7","0.002","-0.6","0","9.6","","","",""
"90.0","3.4","2.3","279.9","130.6","21.4","0.007","-13.6","0","160.9","","","",""
"30.6","4.1","0.4","375.8","54.2","36.2","0.006","-1.9","0","30.8","","","",""
